cycle,wall_clock,tokens,correctness,tflops,version,shape,iters,canonical,scored,invalid
73,13676,890997,4.1930718e-05,201.3,18,4096x4096x4096,100,1,1,0
74,13782,895598,3.810897e-05,72.8,18,4096x4096x4096,100,1,1,0
75,14252,927707,3.2742826e-06,9.0,19,512x512x512,5,0,0,0
76,14315,931133,6.942641e-05,199.7,18,4096x4096x4096,100,1,1,0
77,14397,935439,8.0572545e-06,12.4,19,512x512x512,5,0,0,0
78,14493,940732,3.318897e-05,200.3,18,4096x4096x4096,100,1,1,0
79,14652,951797,0.5020348,8.3,19,512x512x512,5,0,0,0
80,14704,954280,3.3740504e-05,201.1,18,4096x4096x4096,100,1,1,0
81,14874,966771,5.3979336e-05,201.0,18,4096x4096x4096,100,1,1,0
82,15674,1025574,3.2742893e-05,158.9,11,4096x4096x4096,100,1,1,0
83,15904,1042881,3.859174e-06,11.4,18,512x512x512,5,0,0,0
84,15986,1048701,3.870181e-05,200.9,18,4096x4096x4096,100,1,1,0
85,16264,1070308,4.0196468e-05,180.5,18,4096x4096x4096,10,0,0,0
86,16323,1074076,4.0611005e-05,200.2,18,4096x4096x4096,100,1,1,0
87,16596,1091586,4.2380507e-05,201.1,18,512x512x512,3,0,0,0
88,16745,1099918,3.8844126e-05,200.1,18,512x512x512,3,0,0,0
89,16930,1112356,0.004597394,9.5,19,512x512x512,5,0,0,0
90,17053,1119713,0.004509027,8.9,19,512x512x512,5,0,0,0
91,17172,1128479,0.005589447,7.3,19,512x512x512,5,0,0,0
92,17229,1131706,3.258982e-05,200.2,18,4096x4096x4096,100,1,1,0
93,17348,1139733,0.026020909,7.1,19,512x512x512,5,0,0,0
94,17456,1147762,3.821088,11.2,19,512x512x512,5,0,0,0
95,17496,1149692,3.6311485e-06,13.0,19,512x512x512,5,0,0,0
96,17570,1154230,4.5241723e-05,200.6,18,4096x4096x4096,100,1,1,0
97,17687,1161612,0.0008336977,6.0,19,512x512x512,5,0,0,0
98,17736,1163494,3.827729e-05,200.8,18,4096x4096x4096,100,1,1,0
99,18083,1184689,3.2958815e-05,190.6,18,512x512x512,3,0,0,0
100,18180,1190956,4.9182513e-06,9.8,18,512x512x512,5,0,0,0
101,18303,1199111,4.4922206e-05,200.4,18,4096x4096x4096,100,1,1,0
102,18500,1211478,5.001409e-06,9.6,19,512x512x512,5,0,0,0
103,18570,1213717,3.6757756e-05,200.5,18,4096x4096x4096,100,1,1,0
104,18745,1225832,3.2913679e-06,9.7,19,512x512x512,5,0,0,0
105,18782,1227366,3.7863563e-05,200.7,18,4096x4096x4096,100,1,1,0
106,19012,1242927,5.43838e-05,193.7,18,512x512x512,5,0,0,0
107,19132,1249101,3.52263e-05,200.3,18,512x512x512,100,0,0,0
108,19697,1279934,3.4367004e-05,174.2,19,4096x4096x4096,5,0,0,0
109,19754,1283213,4.7630238e-05,200.3,18,4096x4096x4096,100,1,1,0
110,20212,1316694,0.025512014,9.7,19,512x512x512,5,0,0,0
111,20347,1326071,0.026915727,197.1,18,4096x4096x4096,100,1,1,0
112,20535,1339966,1.941595e-05,9.4,19,512x512x512,1,0,0,0
113,20586,1342510,3.1878346e-05,200.6,18,4096x4096x4096,100,1,1,0
114,20823,1359774,0.010872566,9.6,19,512x512x512,5,0,0,0
115,20907,1365299,3.254706e-05,200.3,18,4096x4096x4096,100,1,1,0
116,21038,1374458,3.5421683e-05,11.7,19,512x512x512,5,0,0,0
117,21086,1376717,4.2370913e-05,200.8,18,4096x4096x4096,100,1,1,0
118,21560,1410776,9.378829e-06,9.1,19,512x512x512,5,0,0,0
119,21617,1413582,3.1960135e-05,200.3,18,4096x4096x4096,100,1,1,0
120,22210,1452931,3.549339e-05,200.2,18,2048x2048x2048,100,0,0,0
121,22341,1458030,3.535451e-05,201.6,18,4096x4096x4096,1,0,0,0
